1,1,120.52,335.3,137.15000000000003,56.99000000000001,1,1,1.0
1,2,733.01,268.21,73.29999999999995,37.33000000000004,1,1,1.0
1,3,212.4,251.96,92.20000000000002,39.54999999999998,1,1,1.0
2,1,98.71,337.67,143.56,59.69,1,1,1.0
2,2,722.42,270.09,72.7700000000001,37.06,1,1,1.0
2,3,223.81,252.5,78.46999999999997,38.620000000000005,1,1,1.0
3,1,79.02,341.89,141.73000000000002,58.870000000000005,1,1,1.0
3,2,708.98,271.03,75.14999999999998,38.28000000000003,1,1,1.0
3,3,223.03,252.52,78.85999999999999,38.77000000000001,1,1,1.0
4,1,52.98,345.75,145.42000000000002,60.410000000000025,1,1,1.0
4,2,695.61,273.28,74.37,37.82000000000005,1,1,1.0
4,3,222.36,252.93,78.97999999999996,38.75,1,1,1.0
5,1,23.94,348.79,151.06,62.76999999999998,1,1,1.0
5,2,681.19,275.19,74.77999999999997,37.97000000000003,1,1,1.0
5,3,220.31,252.84,80.00999999999999,39.16999999999999,1,1,1.0
6,1,1.02,352.21,153.17999999999998,63.710000000000036,1,1,1.0
6,2,666.56,277.11,77.72000000000003,39.44999999999999,1,1,1.0
6,3,218.93,252.9,81.5,39.78,1,1,1.0
7,1,0.0,356.88,139.73,65.09000000000003,1,1,1.0
7,2,651.49,279.58,78.43999999999994,39.79000000000002,1,1,1.0
7,3,218.04,252.93,81.18000000000004,39.349999999999966,1,1,1.0
8,1,0.0,361.26,126.12,66.06,1,1,1.0
8,2,636.37,280.92,80.86000000000001,41.01999999999998,1,1,1.0
8,3,216.89,252.73,82.5,39.78,1,1,1.0
9,1,0.0,365.41,104.79,59.89999999999998,1,1,1.0
9,2,622.25,283.26,81.02999999999997,40.97000000000003,1,1,1.0
9,3,215.43,252.8,83.54000000000002,40.039999999999964,1,1,1.0
10,1,0.0,369.82,85.63,56.06999999999999,1,1,1.0
10,2,607.58,285.95,80.54999999999995,40.53000000000003,1,1,1.0
10,3,213.92,252.71,84.25000000000003,40.08000000000001,1,1,1.0
11,2,592.29,287.6,82.35000000000002,41.25999999999999,1,1,1.0
11,3,213.3,253.03,84.69999999999999,39.900000000000006,1,1,1.0
12,2,577.78,289.51,82.48000000000002,41.160000000000025,1,1,1.0
12,3,212.15,253.16,85.20000000000002,39.71000000000001,1,1,1.0
13,2,562.5,290.52,82.23000000000002,40.670000000000016,1,1,1.0
13,3,211.47,253.28,86.33000000000001,39.91999999999999,1,1,1.0
14,2,544.81,292.64,88.54000000000008,44.04000000000002,1,1,1.0
14,3,211.51,253.7,86.90000000000003,39.81,1,1,1.0
15,2,527.13,294.76,94.83000000000004,47.410000000000025,1,1,1.0
15,3,211.64,254.03,87.24000000000001,39.67999999999998,1,1,1.0
16,2,511.87,300.04,90.60000000000002,44.91999999999996,1,1,1.0
16,3,211.1,254.02,87.96000000000001,39.70000000000002,1,1,1.0
17,2,495.84,303.45,90.04000000000002,44.27000000000004,1,1,1.0
17,3,210.44,254.11,88.49000000000001,39.69999999999999,1,1,1.0
18,2,477.72,305.3,91.37,44.65999999999997,1,1,1.0
